Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14555,207,20,1723916.02,1,3,2,132,Lost
14556,76,18,1557856.18,2,2,2,222,Lost
14557,12,22,2617442.61,5,4,5,545,Loyal
14558,21,21,2821545.62,4,3,5,435,New
14559,21,28,2512843.84,4,5,4,454,Loyal
14560,4,23,1714279.47,5,4,2,542,Loyal
14561,18,20,1879966.94,4,3,3,433,New
14562,19,18,1495592.71,4,2,1,421,New
14563,132,26,2786465.95,1,5,5,155,At Risk
14564,12,21,3358193.31,5,3,5,535,New
14565,144,24,2969262.37,1,4,5,145,At Risk
14566,17,11,1198274.85,4,1,1,411,New
14567,3,28,2722538.84,5,5,5,555,VIP
14568,215,17,1201820.13,1,2,1,121,Lost
14569,217,12,1311728.28,1,1,1,111,Lost
14570,14,24,1964048.75,5,4,3,543,Loyal
14571,2,21,2491927.23,5,3,4,534,New
14572,30,31,2963293.96,4,5,5,455,Loyal
14573,117,15,1222681.49,1,1,1,111,Lost
14574,143,15,1505674.52,1,1,1,111,Lost
14575,7,20,1623937.76,5,3,2,532,New
14576,29,30,4461451.93,4,5,5,455,Loyal
14577,21,18,1030232.83,4,2,1,421,New
14578,78,21,2913470.71,2,3,5,235,Lost
14579,58,18,1813888.32,2,2,2,222,Lost
14580,133,17,2151746.4,1,2,3,123,Lost
14581,4,21,2675576.97,5,3,5,535,New
14582,115,24,2225971.59,1,4,4,144,At Risk
14583,25,19,1788766.78,4,2,2,422,New
14584,50,18,2074882.85,3,2,3,323,Lost
14585,39,15,1385099.56,3,1,1,311,Lost
14586,149,16,1255967.77,1,1,1,111,Lost
14587,29,21,2764906.56,4,3,5,435,New
14588,7,19,1720997.6,5,2,2,522,New
14589,20,22,1775617.95,4,4,2,442,Loyal
14590,38,17,1696503.97,3,2,2,322,Lost
14591,38,26,3003081.02,3,5,5,355,Lost
14592,30,18,2035234.24,4,2,3,423,New
14593,29,20,1968549.06,4,3,3,433,New
14594,66,16,1617071.8699999999,2,1,2,212,Lost
14595,145,15,1926032.56,1,1,3,113,Lost
14596,20,23,2647429.96,4,4,5,445,Loyal
14597,42,16,1983884.71,3,1,3,313,Lost
14598,53,13,1074642.31,3,1,1,311,Lost
14599,181,14,1336819.24,1,1,1,111,Lost
14600,28,23,3453542.63,4,4,5,445,Loyal
14601,62,17,1698566.05,2,2,2,222,Lost
14602,1,16,1691373.05,5,1,2,512,New
14603,89,20,1892273.65,2,3,3,233,Lost
14604,62,31,3173698.18,2,5,5,255,At Risk
14605,73,22,2299769.73,2,4,4,244,At Risk
14606,1,17,1634733.16,5,2,2,522,New
14607,41,18,1898231.19,3,2,3,323,Lost
14608,42,25,2483723.09,3,5,4,354,Lost
14609,18,22,2552924.99,4,4,4,444,Loyal
14610,19,17,2182591.4,4,2,3,423,New
14611,15,21,2089309.68,4,3,3,433,New
14612,48,26,2681617.06,3,5,5,355,Lost
14613,78,23,2011464.3,2,4,3,243,At Risk
14614,77,20,1965456.13,2,3,3,233,Lost
14615,39,18,1830293.94,3,2,2,322,Lost
14616,32,17,1497427.0,3,2,1,321,Lost
14617,29,22,2830303.7600000002,4,4,5,445,Loyal
14618,29,37,4242976.61,4,5,5,455,Loyal
14619,5,14,1280972.24,5,1,1,511,New
14620,18,18,1218198.8,4,2,1,421,New
14621,111,18,2006118.54,1,2,3,123,Lost
14622,106,26,3134940.6,1,5,5,155,At Risk
14623,8,21,1805971.3,5,3,2,532,New
14624,48,21,1819531.68,3,3,2,332,Lost
14625,128,20,1805160.45,1,3,2,132,Lost
14626,70,18,1707485.65,2,2,2,222,Lost
14627,74,16,2369765.86,2,1,4,214,Lost
14628,33,18,1936892.4100000001,3,2,3,323,Lost
14629,3,17,1468315.3900000001,5,2,1,521,New
14630,135,13,1541873.76,1,1,1,111,Lost
14631,39,21,2290144.23,3,3,4,334,Lost
14632,100,22,2662302.05,1,4,5,145,At Risk
14633,70,20,1642325.99,2,3,2,232,Lost
14634,29,18,1297851.45,4,2,1,421,New
14635,89,15,1139609.86,2,1,1,211,Lost
14636,13,25,2740778.97,5,5,5,555,VIP
14637,41,18,2777810.2600000002,3,2,5,325,Lost
14638,60,31,2440870.74,2,5,4,254,At Risk
14639,18,22,1982676.53,4,4,3,443,Loyal
14640,15,21,2403875.7199999997,4,3,4,434,New
14641,17,24,1906397.97,4,4,3,443,Loyal
14642,66,21,2024742.78,2,3,3,233,Lost
14643,23,26,2978187.54,4,5,5,455,Loyal
14644,112,22,2025413.99,1,4,3,143,At Risk
14645,4,22,2341294.5100000002,5,4,4,544,Loyal
14646,27,17,1657214.2,4,2,2,422,New
14647,70,23,2810615.59,2,4,5,245,At Risk
14648,56,20,1610192.3,2,3,2,232,Lost
14649,106,19,1759168.52,1,2,2,122,Lost
14650,109,16,2121809.2,1,1,3,113,Lost
14651,35,20,2031620.77,3,3,3,333,Lost
14652,76,16,1411371.23,2,1,1,211,Lost
14653,33,24,2273571.78,3,4,4,344,Lost
14654,88,12,1164216.95,2,1,1,211,Lost
14655,21,21,2356545.38,4,3,4,434,New
14656,144,19,2371520.08,1,2,4,124,Lost
14657,2,19,1868449.7,5,2,2,522,New
14658,11,19,2076896.8699999999,5,2,3,523,New
14659,200,21,1612847.9,1,3,2,132,Lost
14660,24,24,2750412.88,4,4,5,445,Loyal
14661,54,18,1261189.24,3,2,1,321,Lost
14662,1,14,1849292.91,5,1,2,512,New
14663,85,25,2627113.06,2,5,5,255,At Risk
14664,11,20,1803805.74,5,3,2,532,New
14665,71,20,2357428.67,2,3,4,234,Lost
14666,9,16,1589880.46,5,1,2,512,New
14667,6,22,2116706.52,5,4,3,543,Loyal
14668,109,26,2555214.3200000003,1,5,4,154,At Risk
14669,40,32,4412192.05,3,5,5,355,Lost
14670,18,17,2055252.25,4,2,3,423,New
14671,25,19,1594275.55,4,2,2,422,New
14672,28,13,1245811.82,4,1,1,411,New
14673,26,14,1448696.47,4,1,1,411,New
14674,70,20,2197728.13,2,3,4,234,Lost
14675,25,24,1829857.31,4,4,2,442,Loyal
14676,20,21,1312024.03,4,3,1,431,New
14677,61,18,1323517.73,2,2,1,221,Lost
14678,10,31,2982792.93,5,5,5,555,VIP
14679,101,8,881474.35,1,1,1,111,Lost
14680,101,9,1309409.97,1,1,1,111,Lost
14681,76,12,1344369.88,2,1,1,211,Lost
14682,77,16,1756705.37,2,1,2,212,Lost
14683,1,21,1776615.7,5,3,2,532,New
14684,19,24,2947496.49,4,4,5,445,Loyal
14685,91,21,1136700.95,2,3,1,231,Lost
14686,33,13,1630023.4100000001,3,1,2,312,Lost
14687,29,20,1787462.03,4,3,2,432,New
14688,105,27,2499389.95,1,5,4,154,At Risk
14689,50,12,993904.29,3,1,1,311,Lost
14690,111,12,1211905.57,1,1,1,111,Lost
14691,176,15,1577136.88,1,1,2,112,Lost
14692,1,30,2929394.48,5,5,5,555,VIP
14693,238,17,2260970.52,1,2,4,124,Lost
14694,13,21,2117275.5100000002,5,3,3,533,New
14695,40,16,1426963.95,3,1,1,311,Lost
14696,78,32,3354225.0100000002,2,5,5,255,At Risk
14697,96,20,1758244.91,2,3,2,232,Lost
14698,23,22,1814556.27,4,4,2,442,Loyal
14699,54,19,956420.11,3,2,1,321,Lost
14700,13,18,1968609.49,5,2,3,523,New
14701,71,22,2202472.82,2,4,4,244,At Risk
14702,21,18,1673696.46,4,2,2,422,New
14703,17,27,2612582.93,4,5,5,455,Loyal
14704,18,26,2856110.9,4,5,5,455,Loyal
14705,76,20,2104588.11,2,3,3,233,Lost
14706,116,20,2261123.61,1,3,4,134,Lost
14707,18,16,1714075.09,4,1,2,412,New
14708,53,27,2977860.76,3,5,5,355,Lost
14709,67,22,2631347.18,2,4,5,245,At Risk
14710,12,25,2750008.88,5,5,5,555,VIP
14711,35,26,2878210.77,3,5,5,355,Lost
14712,23,19,2046401.6800000002,4,2,3,423,New
14713,1,17,1825771.56,5,2,2,522,New
14714,17,23,1541939.47,4,4,1,441,Loyal
14715,17,22,2484328.69,4,4,4,444,Loyal
14716,59,19,2625193.61,2,2,5,225,Lost
14717,18,26,3315028.13,4,5,5,455,Loyal
14718,6,18,2029247.77,5,2,3,523,New
14719,236,18,3119957.3200000003,1,2,5,125,Lost
14720,18,20,1991587.47,4,3,3,433,New
14721,81,22,1988529.05,2,4,3,243,At Risk
14722,15,26,2381383.24,4,5,4,454,Loyal
14723,18,26,2204213.62,4,5,4,454,Loyal
14724,50,14,1456145.3800000001,3,1,1,311,Lost
14725,126,15,1740044.63,1,1,2,112,Lost
14726,16,29,3537756.57,4,5,5,455,Loyal
14727,8,20,1430607.71,5,3,1,531,New
14728,30,21,2117995.81,4,3,3,433,New
14729,11,18,2227254.93,5,2,4,524,New
14730,128,17,1988207.23,1,2,3,123,Lost
14731,33,28,2920503.61,3,5,5,355,Lost
14732,59,21,2745081.25,2,3,5,235,Lost
14733,24,22,2538067.7800000003,4,4,4,444,Loyal
14734,14,22,2562850.52,5,4,4,544,Loyal
14735,4,20,1874064.79,5,3,2,532,New
14736,60,31,2532053.41,2,5,4,254,At Risk
14737,118,14,1514535.22,1,1,1,111,Lost
14738,59,15,1920548.1600000001,2,1,3,213,Lost
14739,1,21,2330972.21,5,3,4,534,New
14740,55,19,1912727.67,3,2,3,323,Lost
14741,15,28,3465166.09,4,5,5,455,Loyal
14742,162,20,1689024.59,1,3,2,132,Lost
14743,23,22,1988075.69,4,4,3,443,Loyal
14744,136,17,1549867.69,1,2,2,122,Lost
14745,23,18,2029749.03,4,2,3,423,New
14746,74,17,1810145.13,2,2,2,222,Lost
14747,25,29,3039902.08,4,5,5,455,Loyal
14748,73,29,2879528.65,2,5,5,255,At Risk
14749,16,21,2938931.36,4,3,5,435,New
14750,7,18,2321233.79,5,2,4,524,New
14751,22,22,2114501.92,4,4,3,443,Loyal
14752,91,28,2892698.66,2,5,5,255,At Risk
14753,103,15,1861729.82,1,1,2,112,Lost
14754,180,26,2590571.16,1,5,5,155,At Risk
14755,183,12,1139070.6,1,1,1,111,Lost
14756,97,24,2114613.19,1,4,3,143,At Risk
14757,28,10,1171093.61,4,1,1,411,New
14758,23,31,2653709.55,4,5,5,455,Loyal
14759,82,16,1724061.82,2,1,2,212,Lost
14760,13,15,1273536.4,5,1,1,511,New
14761,27,24,2986832.86,4,4,5,445,Loyal
14762,26,26,3555127.12,4,5,5,455,Loyal
14763,34,22,1787717.04,3,4,2,342,Lost
14764,163,14,1257484.13,1,1,1,111,Lost
14765,42,25,2774138.64,3,5,5,355,Lost
14766,23,18,1673536.3,4,2,2,422,New
14767,32,14,1263334.27,3,1,1,311,Lost
14768,45,18,2033532.49,3,2,3,323,Lost
14769,36,18,1644114.36,3,2,2,322,Lost
14770,27,21,2353329.38,4,3,4,434,New
14771,75,17,1748917.06,2,2,2,222,Lost
14772,145,21,2332168.19,1,3,4,134,Lost
14773,4,18,2604413.11,5,2,5,525,New
14774,7,19,2324575.73,5,2,4,524,New
14775,28,25,3409316.44,4,5,5,455,Loyal
14776,57,24,3880560.13,2,4,5,245,At Risk
14777,75,14,1129896.46,2,1,1,211,Lost
14778,18,22,2737410.48,4,4,5,445,Loyal
14779,97,24,2439425.66,1,4,4,144,At Risk
14780,94,12,703824.53,2,1,1,211,Lost
14781,18,27,2935323.27,4,5,5,455,Loyal
14782,96,16,1891758.04,2,1,3,213,Lost
14783,55,21,2170706.4,3,3,3,333,Lost
14784,27,17,2151736.15,4,2,3,423,New
14785,28,19,2840234.41,4,2,5,425,New
14786,2,15,1784285.74,5,1,2,512,New
14787,14,24,2808498.59,5,4,5,545,Loyal
14788,48,18,1419242.08,3,2,1,321,Lost
14789,12,13,1501770.88,5,1,1,511,New
14790,18,27,2624651.18,4,5,5,455,Loyal
14791,107,19,1993546.4100000001,1,2,3,123,Lost
14792,11,31,3236363.91,5,5,5,555,VIP
14793,131,24,2490863.14,1,4,4,144,At Risk
14794,36,27,3380148.57,3,5,5,355,Lost
14795,46,16,1590464.3,3,1,2,312,Lost
14796,28,17,1838616.49,4,2,2,422,New
14797,12,22,2530238.9,5,4,4,544,Loyal
14798,101,11,1258668.9,1,1,1,111,Lost
14799,21,22,2524711.63,4,4,4,444,Loyal
14800,84,22,1849708.03,2,4,2,242,At Risk
14801,49,22,2328883.66,3,4,4,344,Lost
14802,8,16,2087175.8,5,1,3,513,New
14803,104,18,2025125.76,1,2,3,123,Lost
14804,24,28,2627731.79,4,5,5,455,Loyal
14805,134,22,2499430.18,1,4,4,144,At Risk
14806,72,21,1964978.22,2,3,3,233,Lost
14807,29,24,2744842.43,4,4,5,445,Loyal
14808,10,17,2150014.71,5,2,3,523,New
14809,158,24,2115096.78,1,4,3,143,At Risk
14810,102,20,2165711.63,1,3,3,133,Lost
14811,83,17,1778646.49,2,2,2,222,Lost
14812,86,20,1552598.5,2,3,2,232,Lost
14813,32,20,2226498.07,3,3,4,334,Lost
14814,23,22,2458045.1,4,4,4,444,Loyal
14815,6,20,1709680.56,5,3,2,532,New
14816,49,30,3792987.34,3,5,5,355,Lost
14817,94,21,2386711.65,2,3,4,234,Lost
14818,40,17,2508753.54,3,2,4,324,Lost
14819,70,19,2307139.68,2,2,4,224,Lost
14820,10,22,2475240.52,5,4,4,544,Loyal
14821,74,21,3260906.69,2,3,5,235,Lost
14822,103,26,2995089.35,1,5,5,155,At Risk
14823,16,15,1201668.54,4,1,1,411,New
14824,1,25,2022240.85,5,5,3,553,Loyal
14825,110,25,3585076.66,1,5,5,155,At Risk
14826,49,23,2380269.02,3,4,4,344,Lost
14827,269,14,1337147.04,1,1,1,111,Lost
14828,122,20,2275844.99,1,3,4,134,Lost
14829,62,33,3625727.37,2,5,5,255,At Risk
14830,9,21,2031469.34,5,3,3,533,New
14831,52,17,2101670.36,3,2,3,323,Lost
14832,65,30,2798643.37,2,5,5,255,At Risk
14833,17,26,2442239.28,4,5,4,454,Loyal
14834,52,26,2637511.6,3,5,5,355,Lost
14835,73,24,2554066.5100000002,2,4,4,244,At Risk
14836,118,19,1574550.25,1,2,2,122,Lost
14837,23,19,1740143.17,4,2,2,422,New
14838,81,22,2474345.3,2,4,4,244,At Risk
14839,74,17,2372018.4,2,2,4,224,Lost
14840,77,30,2560268.37,2,5,4,254,At Risk
14841,9,19,1770460.78,5,2,2,522,New
14842,170,19,1536105.11,1,2,1,121,Lost
14843,133,13,1595296.28,1,1,2,112,Lost
14844,133,15,1501273.81,1,1,1,111,Lost
14845,154,16,1175383.9,1,1,1,111,Lost
14846,93,18,1627107.18,2,2,2,222,Lost
14847,11,19,1863695.56,5,2,2,522,New
14848,17,23,1892768.73,4,4,3,443,Loyal
14849,48,15,1280600.93,3,1,1,311,Lost
14850,8,25,2146732.73,5,5,3,553,Loyal
14851,92,27,3031593.69,2,5,5,255,At Risk
14852,25,21,1979741.36,4,3,3,433,New
14853,71,18,3012226.04,2,2,5,225,Lost
14854,128,20,2780188.92,1,3,5,135,Lost
14855,19,21,2244849.04,4,3,4,434,New
14856,10,21,1852001.42,5,3,2,532,New
14857,16,26,2263793.43,4,5,4,454,Loyal
14858,98,23,2374155.37,1,4,4,144,At Risk
14859,17,23,2170581.62,4,4,3,443,Loyal
14860,70,16,1570105.6,2,1,2,212,Lost
14861,35,22,2441902.0,3,4,4,344,Lost
14862,6,23,2870247.65,5,4,5,545,Loyal
14863,2,24,2813088.08,5,4,5,545,Loyal
14864,16,15,1123842.2,4,1,1,411,New
14865,17,19,1805885.75,4,2,2,422,New
14866,47,15,1760789.0699999998,3,1,2,312,Lost
14867,45,16,1212063.58,3,1,1,311,Lost
14868,22,21,2014835.67,4,3,3,433,New
14869,6,21,2241342.2,5,3,4,534,New
14870,52,19,1661282.29,3,2,2,322,Lost
14871,136,19,1491851.1300000001,1,2,1,121,Lost
14872,16,13,1333113.8800000001,4,1,1,411,New
14873,89,23,1971372.74,2,4,3,243,At Risk
14874,65,24,2566480.17,2,4,4,244,At Risk
14875,185,13,1014799.56,1,1,1,111,Lost
14876,129,21,1248007.3,1,3,1,131,Lost
14877,26,23,1839094.01,4,4,2,442,Loyal
14878,20,18,1260785.71,4,2,1,421,New
14879,10,28,2196828.43,5,5,4,554,Loyal
14880,30,28,2777466.25,4,5,5,455,Loyal
14881,29,18,1326138.96,4,2,1,421,New
14882,15,24,2539613.0,4,4,4,444,Loyal
14883,28,29,3595173.65,4,5,5,455,Loyal
14884,5,21,2613583.11,5,3,5,535,New
14885,37,17,2435185.64,3,2,4,324,Lost
14886,114,17,1337616.0,1,2,1,121,Lost
14887,36,22,1642220.66,3,4,2,342,Lost
14888,39,19,2117763.34,3,2,3,323,Lost
14889,297,13,1411083.49,1,1,1,111,Lost
14890,3,22,2063766.82,5,4,3,543,Loyal
14891,224,18,2015525.89,1,2,3,123,Lost
14892,55,12,1229710.08,3,1,1,311,Lost
14893,2,16,1648107.81,5,1,2,512,New
14894,21,23,2099780.61,4,4,3,443,Loyal
14895,81,18,1841549.59,2,2,2,222,Lost
14896,25,26,2911990.34,4,5,5,455,Loyal
14897,23,13,1131779.32,4,1,1,411,New
14898,41,19,2106014.13,3,2,3,323,Lost
14899,4,20,2740564.25,5,3,5,535,New
14900,3,22,3014465.81,5,4,5,545,Loyal
14901,20,16,2117752.21,4,1,3,413,New
14902,76,23,2634108.54,2,4,5,245,At Risk
14903,167,18,2204386.72,1,2,4,124,Lost
14904,83,16,1759702.49,2,1,2,212,Lost
14905,17,18,1661528.66,4,2,2,422,New
14906,268,17,1145825.25,1,2,1,121,Lost
14907,64,25,3444469.2,2,5,5,255,At Risk
14908,49,26,2038342.8599999999,3,5,3,353,Lost
14909,71,21,2125642.48,2,3,3,233,Lost
14910,55,17,1439475.87,3,2,1,321,Lost
14911,83,23,3359204.46,2,4,5,245,At Risk
14912,65,12,1191630.37,2,1,1,211,Lost
14913,96,25,2737166.21,2,5,5,255,At Risk
14914,77,18,1581784.72,2,2,2,222,Lost
14915,82,21,2088618.9400000002,2,3,3,233,Lost
14916,93,17,1991955.6800000002,2,2,3,223,Lost
14917,21,19,1315084.51,4,2,1,421,New
14918,5,21,2978218.67,5,3,5,535,New
14919,91,16,1734619.55,2,1,2,212,Lost
14920,3,24,2361597.13,5,4,4,544,Loyal
14921,10,27,3700353.57,5,5,5,555,VIP
14922,75,24,2978662.67,2,4,5,245,At Risk
14923,46,23,2264928.51,3,4,4,344,Lost
14924,51,22,2058980.5,3,4,3,343,Lost
14925,8,19,1250000.33,5,2,1,521,New
14926,29,17,1985518.61,4,2,3,423,New
14927,41,22,2168103.04,3,4,3,343,Lost
14928,96,23,2399822.36,2,4,4,244,At Risk
14929,20,17,1476353.6800000002,4,2,1,421,New
14930,106,18,1823623.32,1,2,2,122,Lost
14931,12,28,2570379.2800000003,5,5,4,554,Loyal
14932,16,27,2278396.81,4,5,4,454,Loyal
14933,16,19,1207754.23,4,2,1,421,New
14934,133,13,1517956.19,1,1,1,111,Lost
14935,99,18,2213984.85,1,2,4,124,Lost
14936,85,18,1789772.02,2,2,2,222,Lost
14937,21,31,3565920.59,4,5,5,455,Loyal
14938,45,15,1737523.25,3,1,2,312,Lost
14939,82,17,1999394.23,2,2,3,223,Lost
14940,125,13,1171764.5,1,1,1,111,Lost
14941,189,13,1305841.18,1,1,1,111,Lost
14942,14,25,2490651.94,5,5,4,554,Loyal
14943,194,14,1834316.82,1,1,2,112,Lost
14944,261,21,2770021.2199999997,1,3,5,135,Lost
14945,87,27,2410997.38,2,5,4,254,At Risk
14946,9,14,1780739.59,5,1,2,512,New
14947,38,20,1835083.1,3,3,2,332,Lost
14948,128,17,1333515.6600000001,1,2,1,121,Lost
14949,8,18,2033851.64,5,2,3,523,New
14950,8,17,1752707.18,5,2,2,522,New
14951,24,22,2173322.2800000003,4,4,3,443,Loyal
14952,118,36,3801847.66,1,5,5,155,At Risk
14953,26,26,2723181.26,4,5,5,455,Loyal
14954,48,25,3171960.4899999998,3,5,5,355,Lost
14955,15,33,3386813.18,4,5,5,455,Loyal
14956,64,15,1012693.84,2,1,1,211,Lost
14957,117,21,1865192.1199999999,1,3,2,132,Lost
14958,14,17,1649687.02,5,2,2,522,New
14959,40,18,1244122.01,3,2,1,321,Lost
14960,2,21,2155274.05,5,3,3,533,New
14961,20,24,1984573.77,4,4,3,443,Loyal
14962,3,18,2446666.02,5,2,4,524,New
14963,41,22,2089088.47,3,4,3,343,Lost
14964,45,19,1883837.42,3,2,3,323,Lost
14965,28,17,1755015.0,4,2,2,422,New
14966,2,20,2089358.4000000001,5,3,3,533,New
14967,74,21,3020729.61,2,3,5,235,Lost
14968,13,21,1297635.94,5,3,1,531,New
14969,143,16,1693429.43,1,1,2,112,Lost
14970,53,23,1857394.82,3,4,2,342,Lost
14971,59,14,1402319.16,2,1,1,211,Lost
14972,33,31,2852798.2600000002,3,5,5,355,Lost
14973,39,18,2254604.04,3,2,4,324,Lost
14974,51,16,930088.0399999999,3,1,1,311,Lost
14975,65,18,2152722.25,2,2,3,223,Lost
14976,122,19,1295297.27,1,2,1,121,Lost
14977,46,18,2652895.83,3,2,5,325,Lost
14978,103,15,1233421.29,1,1,1,111,Lost
14979,58,32,3305849.7,2,5,5,255,At Risk
14980,1,13,1925215.07,5,1,3,513,New
14981,9,17,2042356.89,5,2,3,523,New
14982,29,18,1504312.44,4,2,1,421,New
14983,7,25,1992463.3499999999,5,5,3,553,Loyal
14984,318,17,1396810.29,1,2,1,121,Lost
14985,263,15,1889999.19,1,1,3,113,Lost
14986,6,22,2072121.26,5,4,3,543,Loyal
14987,20,22,2971512.04,4,4,5,445,Loyal
14988,3,22,1693509.95,5,4,2,542,Loyal
14989,5,27,2717590.7600000002,5,5,5,555,VIP
14990,74,22,2115688.43,2,4,3,243,At Risk
14991,82,22,2508712.76,2,4,4,244,At Risk
14992,110,16,1989182.95,1,1,3,113,Lost
14993,65,21,1706111.1099999999,2,3,2,232,Lost
14994,16,22,2659400.66,4,4,5,445,Loyal
14995,84,20,1372214.88,2,3,1,231,Lost
14996,66,16,1931981.1700000002,2,1,3,213,Lost
14997,11,26,2512186.38,5,5,4,554,Loyal
14998,39,13,917652.31,3,1,1,311,Lost
14999,104,20,1506299.04,1,3,1,131,Lost
15000,81,18,1415757.16,2,2,1,221,Lost
15001,60,18,2113873.72,2,2,3,223,Lost
15002,127,15,1312289.56,1,1,1,111,Lost
15003,117,14,1507756.26,1,1,1,111,Lost
15004,93,22,2356602.72,2,4,4,244,At Risk
15005,31,25,2186366.04,4,5,3,453,Loyal
15006,196,18,1973561.24,1,2,3,123,Lost
15007,44,23,2333848.14,3,4,4,344,Lost
15008,22,16,1787062.66,4,1,2,412,New
15009,2,23,2207321.9,5,4,4,544,Loyal
15010,39,30,3213420.87,3,5,5,355,Lost
15011,34,26,2946421.42,3,5,5,355,Lost
15012,6,18,1906388.4,5,2,3,523,New
15013,57,14,1350649.46,2,1,1,211,Lost
15014,68,15,1259819.97,2,1,1,211,Lost
15015,34,16,1422338.47,3,1,1,311,Lost
15016,60,10,1000602.49,2,1,1,211,Lost
15017,31,20,2453261.84,4,3,4,434,New
15018,17,20,1787927.21,4,3,2,432,New
15019,2,21,2718056.9,5,3,5,535,New
15020,53,13,1559576.19,3,1,2,312,Lost
15021,15,28,2202201.4,4,5,4,454,Loyal
15022,97,17,1072553.55,1,2,1,121,Lost
15023,42,15,1572165.8800000001,3,1,2,312,Lost
15024,15,20,2513376.76,4,3,4,434,New
15025,70,24,2886185.04,2,4,5,245,At Risk
15026,90,28,2153072.14,2,5,3,253,At Risk
15027,123,16,2105525.68,1,1,3,113,Lost
15028,3,19,2070117.91,5,2,3,523,New
15029,52,18,1438684.89,3,2,1,321,Lost
15030,3,15,1112401.5,5,1,1,511,New
15031,97,22,2106016.38,1,4,3,143,At Risk
15032,52,20,2466051.23,3,3,4,334,Lost
15033,19,18,1665495.15,4,2,2,422,New
15034,26,17,1898843.02,4,2,3,423,New
15035,4,16,1170109.3699999999,5,1,1,511,New
15036,6,16,1473876.4200000002,5,1,1,511,New
15037,19,24,2543799.04,4,4,4,444,Loyal
15038,264,18,2250262.18,1,2,4,124,Lost
15039,94,16,1674342.26,2,1,2,212,Lost
15040,2,26,2838810.82,5,5,5,555,VIP
15041,113,20,2514143.81,1,3,4,134,Lost
15042,89,24,2045357.59,2,4,3,243,At Risk
15043,194,18,2042471.01,1,2,3,123,Lost
15044,9,15,1780744.17,5,1,2,512,New
15045,81,20,2345355.15,2,3,4,234,Lost
15046,116,21,2065873.18,1,3,3,133,Lost
15047,3,21,2029303.11,5,3,3,533,New
15048,26,21,2762701.14,4,3,5,435,New
15049,22,20,1987845.67,4,3,3,433,New
15050,124,21,1733395.03,1,3,2,132,Lost
15051,68,16,2154872.37,2,1,3,213,Lost
15052,55,23,1976767.34,3,4,3,343,Lost
15053,11,28,2976009.07,5,5,5,555,VIP
15054,89,26,2598621.19,2,5,5,255,At Risk
15055,92,20,1515405.59,2,3,1,231,Lost
15056,7,25,2494821.88,5,5,4,554,Loyal
15057,77,20,1561377.0,2,3,2,232,Lost
15058,26,26,3105120.6,4,5,5,455,Loyal
15059,16,13,1087328.02,4,1,1,411,New
15060,38,15,1774077.56,3,1,2,312,Lost
15061,108,19,1841345.6199999999,1,2,2,122,Lost
15062,9,12,1319578.29,5,1,1,511,New
15063,18,18,2125271.69,4,2,3,423,New
15064,69,24,2420734.48,2,4,4,244,At Risk
15065,147,17,1537201.35,1,2,1,121,Lost
15066,20,14,1429667.97,4,1,1,411,New
15067,156,20,1888471.8,1,3,3,133,Lost
15068,6,22,2011037.9,5,4,3,543,Loyal
15069,56,24,3208248.78,2,4,5,245,At Risk
15070,44,14,1809557.75,3,1,2,312,Lost
15071,36,19,1762533.5,3,2,2,322,Lost
15072,74,13,1110761.73,2,1,1,211,Lost
15073,62,17,1571861.77,2,2,2,222,Lost
15074,55,12,1681740.4300000002,3,1,2,312,Lost
15075,19,22,2454719.62,4,4,4,444,Loyal
15076,20,21,1521957.19,4,3,1,431,New
15077,17,17,1706081.73,4,2,2,422,New
15078,11,22,2509539.44,5,4,4,544,Loyal
15079,96,18,1719348.65,2,2,2,222,Lost
15080,80,20,1961421.21,2,3,3,233,Lost
15081,9,19,1520179.75,5,2,1,521,New
15082,86,19,2197420.64,2,2,4,224,Lost
15083,12,17,2332473.2199999997,5,2,4,524,New
15084,14,17,1450018.68,5,2,1,521,New
15085,47,18,1630697.36,3,2,2,322,Lost
15086,94,24,2360706.84,2,4,4,244,At Risk
15087,156,16,1731288.43,1,1,2,112,Lost
15088,37,17,2087984.93,3,2,3,323,Lost
15089,124,23,1857652.32,1,4,2,142,At Risk
15090,8,18,1652274.17,5,2,2,522,New
15091,24,10,943473.26,4,1,1,411,New
15092,138,17,1787510.45,1,2,2,122,Lost
15093,39,22,2360739.97,3,4,4,344,Lost
15094,119,17,2115968.04,1,2,3,123,Lost
15095,62,10,755264.3300000001,2,1,1,211,Lost
15096,102,13,1426997.68,1,1,1,111,Lost
15097,6,19,1232408.04,5,2,1,521,New
15098,57,21,1979521.5,2,3,3,233,Lost
15099,30,11,1134901.74,4,1,1,411,New
15100,126,24,2184957.24,1,4,3,143,At Risk
15101,33,15,1518497.46,3,1,1,311,Lost
15102,33,13,924825.8300000001,3,1,1,311,Lost
15103,62,26,2794557.83,2,5,5,255,At Risk
15104,54,19,2602767.81,3,2,5,325,Lost
15105,2,16,1089641.9,5,1,1,511,New
15106,113,15,1712848.02,1,1,2,112,Lost
15107,78,19,2815812.75,2,2,5,225,Lost
15108,67,18,1683405.0799999998,2,2,2,222,Lost
15109,8,18,1948961.17,5,2,3,523,New
15110,5,18,1731353.14,5,2,2,522,New
15111,74,17,1453248.99,2,2,1,221,Lost
